user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Por qué considera prioritario el Grupo ACS hacer eficiente el consumo de recursos y reducir la generación de residuos?,"['El Grupo ACS considera prioritaria la eficiencia del consumo de recursos y la reducción de la generación de residuos, ya que una estrategia efectiva en estos aspectos implica beneficios en una doble vertiente. Por un lado, se reduce el impacto ambiental sobre el entorno y, por otro, se reduce el gasto necesario para la compra o tratamiento de los mismos.', 'Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'Lingotes Especiales apuesta decididamente por la Economía Circular ya que esta permite diseñar productos sin desechos que faciliten su desmontaje y su reutilización y convertir residuos en recursos, incorporándolos de nuevo al ciclo de la economía productiva y reduciendo, a la vez, el impacto ambiental de los procesos.', 'Nuestro objetivo es ser la aerolínea líder en precio y servicio a través del Atlántico Norte gracias a una red de corto radio rentable y sostenible. Nuestra estrategia tiene como pilares fundamentales una marca y un servicio sólidos y enfocados en el cliente, una red con atractivas conexiones y una base de costes competitiva y resiliente. Creemos que Aer Lingus está bien posicionada para seguir creciendo exitosamente aprovechando las ventajas de formar parte del Grupo IAG y para alcanzar nuestros objetivos.']","se reduce el impacto ambiental sobre el entorno y, por otro, se reduce el gasto necesario para la compra o tratamiento de los mismos",una estrategia efectiva en estos aspectos implica beneficios en una doble vertiente,0.75,1.0,1.0
¿Por qué supone una ventaja competitiva la firma de más de un centenar de acuerdos estratégicos en 2015?,"['La firma de más de un centenar de acuerdos estratégicos en 2015 supone una ventaja competitiva, ya que asegura unos niveles de competitividad en la adquisición de productos y servicios y garantiza el desarrollo de proyectos de innovación en materiales y procesos, que redundará en beneficio tanto de CIE Automotive como de sus proveedores y clientes a medio plazo. No obstante, estos acuerdos pueden suponer también un riesgo para la compañía, tal y como se muestra en el Top 15.', 'Gran parte de las líneas están en proceso de ejecución, dado que muchos de los objetivos propuestos se han trazado a 2015.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', '2014 ha sido el primer año de la ejecución del Plan Estratégico a cinco años, un ejercicio en el que la Compañía ha vivido una profunda transformación gracias a la puesta en marcha de las iniciativas del Plan y sus positivos resultados.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el desarrollo conjunto una oportunidad de ventaja competitiva.']","asegura unos niveles de competitividad en la adquisición de productos y servicios y garantiza el desarrollo de proyectos de innovación en materiales y procesos, que redundará en beneficio tanto de CIE Automotive como de sus proveedores y clientes a medio plazo","asegura unos niveles de competitividad en la adquisición de productos y servicios y garantiza el desarrollo de proyectos de innovación en materiales y procesos, que redundará en beneficio tanto de CIE Automotive como de sus proveedores y clientes a medio plazo",1.0,0.6,1.0
¿Qué se consigue con el análisis y marcado de todas las sesiones con un valor de confianza?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.']",se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos,Este procedimiento monitoriza en tiempo real operaciones de movimientos de fondos ordenadas desde las webs puestas al servicio del cliente,0.25,1.0,0.0
¿A qué se debe que Santander muestre gran resistencia ante el stress test de la EBA?,"['En el stress test de la EBA: Santander muestra una gran resistencia debido a su modelo de banca comercial y a su diversificación geográfica. En el escenario adverso, Santander es el banco que menos capital destruye entre los competidores', 'Quiero felicitar a los más de 200.000 profesionales que trabajan en el Grupo Santander, puesto que los logros alcanzados en 2017 no hubieran sido posibles sin la aportación de cada uno de ellos. tenemos el objetivo de consolidarnos como el mejor banco comercial para nuestros empleados, clientes, accionistas y la sociedad.', 'Santander es uno de los bancos más rentables y eficientes gracias al talento y trabajo de nuestros equipos, que han conseguido unos resultados excelentes, haciendo las cosas de manera más sencilla, personal y justa.', 'Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.', 'La morosidad y el coste de crédito permanecen en niveles moderados gracias a las políticas de admisión de nueva producción más estrictas en SC USA, y el buen comportamiento en las carteras de particulares y empresas en Santander Bank.']",a su modelo de banca comercial y a su diversificación geográfica,a su modelo de banca comercial y a su diversificación geográfica,1.0,1.0,1.0
¿Qué consecuencia han tenido las medidas de eficiencia y ahorro de agua?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,Este año hemos podido seguir con nuestra tendencia descendente del consumo de agua relativo por prenda en un 1%,0.0,0.6666666666666666,0.0
"¿Qué ha permitido que no solo se encuentren hoy en una mejor posición para conseguir este objetivo, sino que puedan hacerlo escuchando mejor las aportaciones de los pacientes, los médicos y la comunidad científica?","['Además de las acciones que llevamos a cabo con nuestros interlocutores, los pacientes y la comunidad sanitaria, 2015 nos sirvió para reorientar toda nuestra organización al objetivo de ofrecer soluciones innovadoras para los pacientes en Dermatología a través de nuestro know-how acumulado y nuestra competencia técnica en este campo. Gracias a una amplia gama de acciones internas y externas, no solo nos encontramos hoy en una mejor posición para conseguir este objetivo, sino que podemos hacerlo escuchando mejor las aportaciones de los pacientes, los médicos y la comunidad científica.', 'Personas a las que quiero hacer llegar desde aquí mi más sincero agradecimiento, pues su contribución y compromiso han sido, y son, piedra angular para la consecución de nuestros objetivos y para nuestro futuro.', 'Creemos firmemente que estamos bien preparados para afrontar este reto y marcar la diferencia. Entre otros motivos, porque gestionamos el ciclo de vida completo de los medicamentos, desde la formulación hasta la adherencia, lo que nos sitúa en una posición excelente para diseñar medicamentos que funcionan, ayudan y se adaptan a las necesidades de los pacientes.', 'Nuestra evolución en los últimos años y nuestras fortalezas nos permiten acelerar nuestra transformación', 'Gracias a esta intervención, se ha atendido a cerca de 70.000 personas en consultas externas y de salud mental.']",una amplia gama de acciones internas y externas,una amplia gama de acciones internas y externas,1.0,0.5,1.0
¿Qué efecto tienen para el Banco los objetivos alcanzados en 2017?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,se sitúa en una posición sólida para encarar el Plan Director 2018-2020,0.0,0.5,0.0
Gracias a qué medida aplica Dominion su know how en diversos campos de actividad y zonas geográficas con una filosofía plug and play para promover el cross-selling y la capacidad de adaptación? ,"['Manteniendo su experiencia tecnológica y la inteligencia de los procesos a nivel central, Dominion aplica su know how en diversos campos de actividad y zonas geográficas con una filosofía plug and play para promover el cross-selling y la capacidad de adaptación gracias a la reducción de su dependencia de cualquier cliente o negocio individual.', 'La revolución digital, y sus implicaciones en términos de cambio de los procesos productivos, está llegando cada vez a un mayor número de sectores. Por ello, Dominion ofrece hoy soluciones y servicios a empresas en un amplio abanico de sectores y es previsible que este número se incremente en el futuro próximo.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el desarrollo conjunto una oportunidad de ventaja competitiva.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.']",a la reducción de su dependencia de cualquier cliente o negocio individual,a la reducción de su dependencia de cualquier cliente o negocio individual,1.0,1.0,1.0
¿Qué efectos ha tenido la actividad de Gestamp?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,los flujos económicos indirectos e inducidos que se producen,0.0,1.0,0.0
"Santander es uno de los bancos más rentables y eficiente, ¿gracias a qué?","['Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el desarrollo conjunto una oportunidad de ventaja competitiva.', 'Y también han de ser flexibles, porque la gestión de riesgos tiene que adaptarse rápidamente a nuevos entornos y escenarios imprevistos.']","a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente","al talento y trabajo de nuestros equipos, que han conseguido unos resultados excelentes, haciendo las cosas de manera más sencilla, personal y justa",0.0,0.8333333333333334,1.0
"La caída en las unidades físicas vendidas y el menor precio medio de venta, ¿qué han propiciado?","['Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015 como consecuencia de la caída en las unidades físicas vendidas y del menor precio medio de venta.', 'En 2014 ha continuado la caída en ventas como consecuencia de la situación general económica y en particular del sector de la construcción.', 'Estas ventas han supuesto un ingreso de 2.885 millones de euros en el ejercicio 2015, un 5,3% menor al del ejercicio 2014 ya que la caída en las ventas físicas como consecuencia de la reducción en el número de clientes a precio regulado (–9,5%) y el incremento del coste de la energía no se ha visto compensada por el incremento del precio medio de venta.', 'Las ventas netas aumentaron un 25,7% en moneda local, pero descendieron un 1,5% en euros hasta los 3.122 millones debido a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino)', 'Este nivel es el inferior al del año pasado debido a la incorporación del perímetro de banca mayorista global.']","Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015","Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015",1.0,1.0,1.0
¿Cuál ha sido el resultado del firme compromiso con la transformación digital?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.']",el 97% son reciclados por empresas especializadas,"Los clientes digitales aumentaron en el año 2017 un 10%, hasta los 4,4 millones de clientes",0.0,0.5,0.0
