user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Por qué se ha convertido en prioridad clave para los operadores móviles europeos el despliegue de 4G?,"['• Obligaciones de cobertura de la población, tanto en España como en Italia. El despliegue del 4G es una prioridad clave para los operadores móviles europeos, ya que un porcentaje significativo de la población aún no dispone de acceso. igualmente, existe una creciente preocupación por la calidad de la red, que requiere una mayor densificación de la misma.', 'Europa ha tenido una primera mitad del año con fuerte incremento del consumo aparente, debido al incremento en la utilización por parte de los clientes finales pero también debido a la recuperación de stocks en la cadena de suministro.', 'En Paraguay, la búsqueda de la mejora en la experiencia digital del cliente fue una prioridad durante el ejercicio 2017, por lo que se desarrolló un medio de pago que no necesitara tarjeta para realizar operaciones con cuentas en cajeros automáticos y comercios, sino solo el teléfono móvil del cliente, garantizando su seguridad y comodidad.', 'En la variable de las audiencias televisivas, que marcan la pauta a los anunciantes para realizar sus inversiones, Mediaset España ha sido el grupo audiovisual líder con el dato más alto de su historia, un 30,7% de share.Telecinco ha sido por tercer año consecutivo la cadena más vista con su mejor dato de los últimos cuatro años, Cuatro ha cerrado el año también con su mejor dato anual desde esa misma fecha y los temáticos han vuelto a crecer, siendo Factoría de Ficción el canal de nicho más visto de 2014 y el resto -Divinity, Energy y Boingliderando en sus respectivos targets objetivos. Respecto a nuestra presencia en internet y redes sociales, podemos afirmar que estamos en la mejor de las posiciones para llegar al consumidor multipantalla, porque la interactividad y la transversalidad de nuestros contenidos televisivos nos colocan en una posición incontestable, como el grupo audiovisual con mayor tráfico en internet con un promedio mensual de 10 millones de usuarios únicos y 54,1 millones de comentarios en las redes sociales en 2014.', 'Al cierre del ejercicio 2014, la actividad en las autopistas del Grupo presenta una evolución positiva, gracias a los incrementos registrados en los principales países en los que opera, incluyendo España –donde hay claras señales de recuperación de la actividad económica– y Francia –país caracterizado por un cierto estancamiento en el crecimiento en el ejercicio anterior–.', 'Los ingresos de terminales registran un significativo crecimiento interanual en el cuarto trimestre (+41,0%; +3,8% en el año) debido a la mayor actividad comercial de venta de equipos de gama alta.', 'Esta unidad, lanzada en 2016, cuenta en la actualidad con más de más de 150 proyectos en 8 países diferentes en materias como transporte, comercio, turismo, finanzas o publicidad. LUCA juega un papel clave en el posicionamiento de Telefónica como uno de los líderes en el mercado de Big Data debido a nuestra oferta multisectorial.', '2014 ha sido el primer año de la ejecución del Plan Estratégico a cinco años, un ejercicio en el que la Compañía ha vivido una profunda transformación gracias a la puesta en marcha de las iniciativas del Plan y sus positivos resultados.', 'Portis ha consolidado su presencia en la península, especialmente en el noroeste a través de la recientemente adquirida Enor, gracias a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente.', 'Nuestro objetivo es ser la aerolínea líder en precio y servicio a través del Atlántico Norte gracias a una red de corto radio rentable y sostenible. Nuestra estrategia tiene como pilares fundamentales una marca y un servicio sólidos y enfocados en el cliente, una red con atractivas conexiones y una base de costes competitiva y resiliente. Creemos que Aer Lingus está bien posicionada para seguir creciendo exitosamente aprovechando las ventajas de formar parte del Grupo IAG y para alcanzar nuestros objetivos.']",un porcentaje significativo de la población aún no dispone de acceso,un porcentaje significativo de la población aún no dispone de acceso,0.75,1.0,1.0
¿Cuál es la consecuencia de lo anterior?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'No quiero extenderme mucho en esto porque la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados.']",el 97% son reciclados por empresas especializadas,el Grupo BBVA ni gestiona ni responde de la actividad desarrollada por la Fundación o por las entidades financieras que la Fundación adquiera para el cumplimiento de sus fines,0.0,1.0,1.0
¿Por qué la capacidad de maximizar la utilización de sus activos durante su vida  útil es un factor important? ,"['La capacidad de maximizar la utilización de nuestros activos durante su vida  útil es un factor importante dado que nuestra actividad requiere de importantes  inversiones.', 'La fidelidad de los clientes del Grupo es uno de los principales activos de la Compañía, y es por ello que se realizan importantes esfuerzos por mantener a los clientes con más antigüedad a través de la medición de su satisfacción.', 'Pensamos que nuestros empleados son uno de nuestros principales activos y por eso tenemos el firme compromiso de invertir en ellos y ayudarles a reforzar sus habilidades, capacidades y conocimientos, con el fin de que puedan ofrecer soluciones innovadoras a todos nuestros clientes y contribuir al crecimiento y la estrategia de negocio del Grupo.', 'En Bankia, el cliente es el mayor activo y, por ello, ofrecerle un alto grado de profesionalidad y un servicio de calidad es objetivo fundamental.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el I+D una oportunidad de ventaja competitiva.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'El Grupo ACS considera prioritaria la eficiencia del consumo de recursos y la reducción de la generación de residuos, ya que una estrategia efectiva en estos aspectos implica beneficios en una doble vertiente. Por un lado, se reduce el impacto ambiental sobre el entorno y, por otro, se reduce el gasto necesario para la compra o tratamiento de los mismos.', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el desarrollo conjunto una oportunidad de ventaja competitiva.', 'Gracias al mejor aprovechamiento del Big Data es posible el desarrollo de modelos estadísticos de propensión al consumo de productos y servicios, con refresco diario de la información, lo que redunda en una adecuación de la oferta y por tanto de la eficacia en las acciones comerciales.']",nuestra actividad requiere de importantes  inversiones,nuestra actividad requiere de importantes  inversiones,0.5,1.0,1.0
"El hecho de que el internet de las cosas nos permita ofrecer a las ciudades soluciones digitales y eficientes que converjan en una plataforma integral y abierta, ¿qué conlleva?","['En este sentido, en la actualidad, el Internet de las cosas nos permite ofrecer a las ciudades soluciones digitales y eficientes que convergen en una plataforma integral y abierta, gracias a las cuales se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes.', 'Gracias a nuestro estudio Things Matter, que está centrado en el uso que las personas hacen de las cosas conectadas, podemos visualizar claramente qué aspectos de nuestra sociedad están experimentando, en mayor o menor medida, el impacto de Internet de las Cosas.', 'La revolución digital, y sus implicaciones en términos de cambio de los procesos productivos, está llegando cada vez a un mayor número de sectores. Por ello, Dominion ofrece hoy soluciones y servicios a empresas en un amplio abanico de sectores y es previsible que este número se incremente en el futuro próximo.', 'Gracias al modelo integrado de tiendas y online, nuestros clientes se relacionan con nuestras marcas en el momento, el lugar y el modo que sea más conveniente según sus necesidades.', 'Esta nueva revolución está creando también nuevos desafíos sociales y de sostenibilidad, por lo que debemos estar preparados para hacerles frente.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'Gracias a la introducción de tecnologías innovadoras y el desarrollo de nuevas soluciones y procesos de negocio, buscamos convertirnos en un Grupo más efectivo, eficiente y orientado al cliente.', 'Nuestra oferta integrada se compone de un amplio rango de productos y servicios que se anticipan y adaptan a las necesidades de nuestros clientes, gracias a propuestas personalizadas tanto para los individuos como para las empresas.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'También se ha mejorado la interfaz gráfica general, con lo que se consigue una mejor experiencia de usuario.']","se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes","se pueden reducir costes, aumentar ingresos, mejorar la administración de recursos urbanos y la calidad de vida de sus habitantes",1.0,0.75,1.0
¿A que se debe que la empresa siga reduciendo las emisiones?,"['Gracias a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016, continuamos reduciendo nuestras emisiones.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.', 'El gasóleo sigue registrando una reducción debido a la sustitución de las calderas alimentadas por este combustible.', 'Vidrala es consciente de la importancia que supone avanzar con paso firme en la lucha contra el cambio climático, por lo que ha manifestado su voluntad de participar en el camino marcado por la iniciativa Stop CO₂ Euskadi con la colaboración a través de sus actividades de diseño, I+D+i, administración y comercialización de envases de vidrio.', 'Gracias a estas medidas, tal y como queda reflejado en la gráfica anterior, hemos alcanzado una reducción del 6% en el consumo de energía eléctrica por prenda puesta en el mercado y de un 3% con respecto a las ventas, en comparación con 2016.', 'El total del alcance 1 y 2, foco principal de las emisiones de la entidad al representar el 63,4% de su huella total, han experimentado un descenso del 5% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante los últimos años, como el cambio de luminarias a sistema LED, las mejoras en domótica y climatización, y la renovación de equipamientos por otros más ecoeficientes, entre otras.', 'El total del alcance 1 y 2, foco principal de las emisiones de la entidad y que representan el 64% de su huella total, han experimentado un descenso del 1% gracias a las diferentes medidas de eficiencia energética que se han ido implantando durante 2014, como el cambio de luminarias a LED, las mejoras en domótica y climatización y la renovación del parque de equipos informáticos más ecoeficientes, entre otras.', 'Gracias a estas reformas y a la plataforma EcoTool, se ha conseguido evitar la emisión a la atmósfera de un total de 9.816 toneladas de CO2.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.']","a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016","a nuestro Programa de Eficiencia Energética, reconocido con el premio Green Mobile Award de GSMA 2016",1.0,0.6666666666666666,1.0
"¿Qué ha hecho que los recursos se incrementaran en un 1,8%?","['La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Gracias a esta medida, hemos mejorado la densidad de dichos envíos en un 1,5% respecto al año anterior.', 'Los recursos gestionados se incrementaron en un 1,8%, gracias a la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos. Es especialmente destacable la cuota de presencia en fondos de inversión, situada en el 13,6% del Banco, claramente indicativa del perfil medio de la clientela y su cultura financiera.', 'A pesar de los esfuerzos, este año el consumo energético fue superior al de 2015 debido a una mayor producción.', 'Los préstamos a las empresas crecieron un 8%, por lo que el total de préstamos asciende a 23.900 millones de libras.', 'Portugal también respondió bien el ejercicio pasado, el primero completo con nosotros, y tuvo incrementos notables en recursos minoristas e inversión crediticia, en parte como consecuencia de la mejora de la situación macroeconómica del país.', 'El resultado antes de impuestos, que refleja mejor la evolución del negocio, crece un 8% gracias al aumento de volúmenes, la buena gestión de márgenes y el control de costes.', 'Desde el punto de vista de los resultados del ejercicio, Indra ha aumentado su cartera gracias a una mayor contratación y ha recuperado la rentabilidad con un margen EBIT positivo del 6% y con una generación de caja de 184 millones de euros. Desde el punto de vista operativo, han finalizado las principales acciones de restructuración y se empiezan a ver los resultados de las mismas.', 'En 2017 las ventas han aumentado un 4,3% como consecuencia de una ligera recuperación de la situación general económica y también del sector de la construcción.', 'Importante crecimiento de los ROF (+15,9% interanual), gracias al muy buen desempeño de la Unidad de Global Markets, fundamentalmente durante la primera parte del ejercicio.']","la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos. Es especialmente destacable la cuota de presencia en fondos de inversión, situada en el 13,6% del Banco, claramente indicativa del perfil medio de la clientela y su cultura financiera",la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos,0.75,0.8333333333333334,1.0
¿Cuál es el motivo de que la diversidad y la inclusión sea un objetivo estratégico para Acerinox? ,"['La diversidad y la inclusión es para Acerinox un objetivo estratégico porque de lo que se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo.', 'Acerinox vende sus productos en los cinco continentes gracias a una red comercial global formada por oficinas y centros de servicio.', 'Así, nuestra estrategia de diversidad viene definida como el resultado inevitable y natural de adaptar nuestro negocio al entorno en el que operamos y, en consecuencia, entenderla como parte de nuestra realidad empresarial.', 'Atresmedia es consciente de la decisiva labor de las empresas para la consecución de estas importantes metas y, por ese motivo, apoya con sus políticas, iniciativas y capacidad de difusión, la consecución de aquellos ODS en los que la contribución de la Compañía puede ser mayor y de especial incidencia.', 'Nuestra oferta integrada se compone de un amplio rango de productos y servicios que se anticipan y adaptan a las necesidades de nuestros clientes, gracias a propuestas personalizadas tanto para los individuos como para las empresas.', 'Somos conscientes del impacto de nuestra actividad en la sociedad y, por ello, buscamos procesos más eficientes e innovadores, apoyándonos en las nuevas tecnologías, que nos permitan contribuir de forma positiva a lograr un entorno más sostenible.', 'El programa de reconocido prestigio Carbon Disclosure Program 2014 (CDP), en el que Acerinox participa voluntariamente, ha otorgado a Acerinox la puntuación más alta posible gracias a la progresiva y sustancial reducción de las emisiones de CO2 y su monitorización.', 'Pensamos que nuestros empleados son uno de nuestros principales activos y por eso tenemos el firme compromiso de invertir en ellos y ayudarles a reforzar sus habilidades, capacidades y conocimientos, con el fin de que puedan ofrecer soluciones innovadoras a todos nuestros clientes y contribuir al crecimiento y la estrategia de negocio del Grupo.', 'Como resultado de la integración de todos nuestros canales de venta, en Inditex hemos trabajado en desarrollos tecnológicos que permitan aportar nuevas posibilidades a las necesidades de nuestros clientes.', 'Gracias a esta vocación de excelencia, la compañía mantiene certificaciones en los campos de gestión de calidad, gestión ambiental y seguridad y salud.']","se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo","de lo que se trata es de atraer y retener el talento que se necesita para el éxito, proporcionando los mejores servicios a nuestros clientes en todo el mundo",1.0,0.75,1.0
¿Qué factores provocaron que Logista Pharma mantuviera su fuerte crecimiento?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']","su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas","su especialización en la logística a hospitales y a su modelo de distribución directa a farmacias, que aporta un servicio de claro valor añadido y aúna en un solo distribuidor las ventajas de la distribución directa desde el laboratorio y las de la distribución mayorista",0.0,1.0,0.0
"¿Con qué motivo Bankinter compensó de forma orgánica, con el negocio de clientes, los resultados de 2016, que incluían los extraordinarios contabilizados?","['Bankinter compensó de forma orgánica, con el negocio de clientes, los resultados de 2016, que incluían los extraordinarios contabilizados con motivo de la operación de compra de Barclays Portugal.', 'Bankinter ha sido el único banco que ha pagado todos sus dividendos en efectivo y, además, de forma trimestral, gracias al sólido crecimiento del negocio y a su buena situación en términos de solvencia, que le ha permitido no verse afectado por las restricciones marcadas por los organismos supervisores en la preservación del capital.', 'La compañía de Bankinter especializada en préstamos al consumo y tarjetas de crédito se ha consolidado como una de las principales palancas de crecimiento del banco gracias a sus excepcionales resultados durante 2017.', 'Por otro lado, los gastos financieros se han reducido significativamente como resultado de fructíferas negociaciones con los bancos que permitieron minorar el tipo de interés medio satisfecho por la Compañía, el cual se situó en 3,2% frente al 3,5% del año 2016, así como incrementar los plazos de vencimiento de los instrumentos de deuda con los que actualmente se financia.', 'Los resultados obtenidos constatan una sólida consolidación del negocio doméstico con una mejora significativa del margen de clientes. Esto ha sido posible gracias a una gestión proactiva de precios (tanto en intereses como en comisiones) junto con una mejora en las cuotas de mercado, siempre manteniendo una elevada calidad de servicio. El Banco ha sido capaz de fortalecer su margen de intereses y es la entidad con mejor comportamiento en el margen de clientes en España. Todo ello junto con una sólida posición de solvencia y liquidez.', 'Desde el punto de vista de los resultados del ejercicio, Indra ha aumentado su cartera gracias a una mayor contratación y ha recuperado la rentabilidad con un margen EBIT positivo del 6% y con una generación de caja de 184 millones de euros. Desde el punto de vista operativo, han finalizado las principales acciones de restructuración y se empiezan a ver los resultados de las mismas.', 'El resultado financiero ha contribuido con 62,3 millones de euros a la cuenta de resultados del Grupo. Respecto al año anterior el resultado financiero desciende un 26,5% debido al diferente impacto de los resultados no recurrentes (pérdida de 15,5 millones de euros en 2016 respecto a beneficios de 22,3 millones de euros en 2015).', 'Debido a posibles interpretaciones que pueden hacerse de la normativa fiscal aplicable a algunas operaciones realizadas en el sector bancario, podrían existir determinados pasivos por impuestos de carácter contingente. Sin embargo, la posibilidad de que se materialicen estos pasivos es remota y, en cualquier caso, la deuda tributaria que de ellos pudiera derivarse no afectaría significativamente a las presentes Cuentas anuales consolidadas.', 'TSB en 2015 ha conseguido incrementar la cartera de crédito gracias a la buena dinámica comercial y las fuentes de financiación de TSB que están constituidas fundamentalmente por el crecimiento de los depósitos de clientes y el éxito en la diversificación de las mismas.', 'En 2016, 4 millones de nuevos clientes han confiado en nosotros, con lo que la cifra total de clientes del Banco es ya de 125 millones.']",con motivo de la operación de compra de Barclays Portugal,la operación de compra de Barclays Portugal,0.75,0.6666666666666666,1.0
¿Qué efecto ha tenido esa experiencia?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,Sasso ha lanzado un exitoso test en Arabia Saudí,0.0,0.3333333333333333,0.5
"¿Gracias a qué ha consolidado Portis su presencia en la península, especialmente en el noroeste a través de la recientemente adquirida Enor?","['Portis ha consolidado su presencia en la península, especialmente en el noroeste a través de la recientemente adquirida Enor, gracias a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente.', 'Como resultado de la adquisición, Vidrala incrementará su notoriedad en el mercado de envases de vidrio europeo, aportando tamaño, diversificación y futuro a una base de negocio de solidez demostrada.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'En cuanto a los equipos navales, gracias a la colaboración entre distintas empresas Otis a nivel mundial se consiguieron importantes contrataciones en 2014, destacando el contrato de instalación de dos floteles que la petrolera mexicana Pemex construirá en los dos astilleros de Galicia: Barreras en Vigo y Navantia en Ferrol.', 'Con una plantilla superior a las 60 personas, y una facturación anual cercana a los 10 millones de euros, ha experimentado un importante crecimiento durante los últimos años gracias a la apuesta realizada por modernizar sus instalaciones, métodos y procesos productivos.  Crecimiento significativo en negocios relacionados con el diseño y construcción de sistemas de transporte llave en mano para operar y, cuando los clientes así lo requieran, realizar su mantenimiento Uoperación, en solitario o en alianza, incluyendo inversión de capital según el caso.  Continuación del esfuerzo inversor en desarrollo tecnológico, tanto en lo referido a tecnologías como a productos de alto valor añadido, comercializables a nivel de componente, subsistema o material destinado a proveer a los clientes en todas nuestras ramas de actividad (material rodante, señalización, energía, gestión de datos, inspecciones, etc.).', 'Durante el presente mes de mayo hemos firmado un contrato para el suministro de ascensores y escaleras mecánicas en cuatro cruceros de lujo. Gracias a la integración de Enor en el año 2013, nos introducimos en un nuevo nicho de mercado en fase expansión.', 'Bankinter compensó de forma orgánica, con el negocio de clientes, los resultados de 2016, que incluían los extraordinarios contabilizados con motivo de la operación de compra de Barclays Portugal.', 'Portugal también respondió bien el ejercicio pasado, el primero completo con nosotros, y tuvo incrementos notables en recursos minoristas e inversión crediticia, en parte como consecuencia de la mejora de la situación macroeconómica del país.', 'Logista continúa disfrutando de la confianza de los fabricantes, gracias a su especializado y completo servicio de distribución y a los servicios de valor añadido que ofrece, así como a su neutralidad operativa.', 'Europa ha tenido una primera mitad del año con fuerte incremento del consumo aparente, debido al incremento en la utilización por parte de los clientes finales pero también debido a la recuperación de stocks en la cadena de suministro.']",a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente,a su estrategia de expansión basada en una oferta completa de mantenimiento y especial atención al servicio al cliente,1.0,0.8,1.0
